Année,Juridiction,Insecte espèce,Superficie défoliée (hectares)
2022,Saskatchewan,"Tordeuse occidentale de l'épinette",0
2023,Saskatchewan,Noctuelle décolorée,0
2023,Saskatchewan,Diprion du sapin,0
2023,Saskatchewan,"Tordeuse à tête noire de l'Ouest",0
2023,Saskatchewan,Arpenteuse de Bruce,0
2023,Saskatchewan,Livrée des forêts,0
2023,Saskatchewan,Arpenteuse de la pruche,0
2023,Saskatchewan,Tordeuse du pin gris,53874
2023,Saskatchewan,Tordeuse du tremble,0
2023,Saskatchewan,Dendroctone du pin ponderosa,0
2023,Saskatchewan,Spongieuse,0
2023,Saskatchewan,"Dendroctone de l'épinette",0
2023,Saskatchewan,"Tordeuse des bourgeons de l'épinette",2610
2023,Saskatchewan,Diprion de Swaine,0
2023,Saskatchewan,Tordeuse bisannuelle de l’épinette,0
2023,Saskatchewan,"Tordeuse occidentale de l'épinette",0
2010,Yukon,Noctuelle décolorée,0
2010,Yukon,Diprion du sapin,0
2010,Yukon,"Tordeuse à tête noire de l'Ouest",0
2010,Yukon,Arpenteuse de Bruce,0
2010,Yukon,Livrée des forêts,0
2010,Yukon,Arpenteuse de la pruche,0
2010,Yukon,Tordeuse du pin gris,0
2010,Yukon,Tordeuse du tremble,0
2010,Yukon,Dendroctone du pin ponderosa,0
2010,Yukon,Spongieuse,0
2010,Yukon,"Dendroctone de l'épinette",1311
2010,Yukon,"Tordeuse des bourgeons de l'épinette",17
2010,Yukon,Diprion de Swaine,0
2010,Yukon,Tordeuse bisannuelle de l’épinette,0
2010,Yukon,"Tordeuse occidentale de l'épinette",0
2011,Yukon,Noctuelle décolorée,0
2011,Yukon,Diprion du sapin,0
2011,Yukon,"Tordeuse à tête noire de l'Ouest",0
2011,Yukon,Arpenteuse de Bruce,0
2011,Yukon,Livrée des forêts,0
2011,Yukon,Arpenteuse de la pruche,0
2011,Yukon,Tordeuse du pin gris,0
2011,Yukon,Tordeuse du tremble,0
2011,Yukon,Dendroctone du pin ponderosa,0
2011,Yukon,Spongieuse,0
2011,Yukon,"Dendroctone de l'épinette",1311
2011,Yukon,"Tordeuse des bourgeons de l'épinette",17
2011,Yukon,Diprion de Swaine,0
2011,Yukon,Tordeuse bisannuelle de l’épinette,0
2011,Yukon,"Tordeuse occidentale de l'épinette",0
2012,Yukon,Noctuelle décolorée,0
2012,Yukon,Diprion du sapin,0
2012,Yukon,"Tordeuse à tête noire de l'Ouest",0
2012,Yukon,Arpenteuse de Bruce,0
2012,Yukon,Livrée des forêts,0
2012,Yukon,Arpenteuse de la pruche,0
2012,Yukon,Tordeuse du pin gris,0
2012,Yukon,Tordeuse du tremble,2765
2012,Yukon,Dendroctone du pin ponderosa,0
2012,Yukon,Spongieuse,0
2012,Yukon,"Dendroctone de l'épinette",263
2012,Yukon,"Tordeuse des bourgeons de l'épinette",0
2012,Yukon,Diprion de Swaine,0
2012,Yukon,Tordeuse bisannuelle de l’épinette,0
2012,Yukon,"Tordeuse occidentale de l'épinette",0
2013,Yukon,Noctuelle décolorée,0
2013,Yukon,Diprion du sapin,0
2013,Yukon,"Tordeuse à tête noire de l'Ouest",0
2013,Yukon,Arpenteuse de Bruce,0
2013,Yukon,Livrée des forêts,0
2013,Yukon,Arpenteuse de la pruche,0
2013,Yukon,Tordeuse du pin gris,0
2013,Yukon,Tordeuse du tremble,5100
2013,Yukon,Dendroctone du pin ponderosa,0
2013,Yukon,Spongieuse,0
2013,Yukon,"Dendroctone de l'épinette",0
2013,Yukon,"Tordeuse des bourgeons de l'épinette",0
2013,Yukon,Diprion de Swaine,0
2013,Yukon,Tordeuse bisannuelle de l’épinette,0
2013,Yukon,"Tordeuse occidentale de l'épinette",0
2014,Yukon,Noctuelle décolorée,0
2014,Yukon,Diprion du sapin,0
2014,Yukon,"Tordeuse à tête noire de l'Ouest",0
2014,Yukon,Arpenteuse de Bruce,27
2014,Yukon,Livrée des forêts,0
2014,Yukon,Arpenteuse de la pruche,0
2014,Yukon,Tordeuse du pin gris,0
2014,Yukon,Tordeuse du tremble,6123
2014,Yukon,Dendroctone du pin ponderosa,0
2014,Yukon,Spongieuse,0
2014,Yukon,"Dendroctone de l'épinette",82
2014,Yukon,"Tordeuse des bourgeons de l'épinette",0
2014,Yukon,Diprion de Swaine,0
2014,Yukon,Tordeuse bisannuelle de l’épinette,0
2014,Yukon,"Tordeuse occidentale de l'épinette",0
2015,Yukon,Noctuelle décolorée,0
2015,Yukon,Diprion du sapin,0
2015,Yukon,"Tordeuse à tête noire de l'Ouest",0
2015,Yukon,Arpenteuse de Bruce,0
2015,Yukon,Livrée des forêts,0
2015,Yukon,Arpenteuse de la pruche,0
2015,Yukon,Tordeuse du pin gris,0
2015,Yukon,Tordeuse du tremble,88489
2015,Yukon,Dendroctone du pin ponderosa,0
2015,Yukon,Spongieuse,0
2015,Yukon,"Dendroctone de l'épinette",0
2015,Yukon,"Tordeuse des bourgeons de l'épinette",0
2015,Yukon,Diprion de Swaine,0
2015,Yukon,Tordeuse bisannuelle de l’épinette,0
2015,Yukon,"Tordeuse occidentale de l'épinette",0
2016,Yukon,Noctuelle décolorée,0
2016,Yukon,Diprion du sapin,0
2016,Yukon,"Tordeuse à tête noire de l'Ouest",0
2016,Yukon,Arpenteuse de Bruce,0
2016,Yukon,Livrée des forêts,0
2016,Yukon,Arpenteuse de la pruche,0
2016,Yukon,Tordeuse du pin gris,0
2016,Yukon,Tordeuse du tremble,21783
2016,Yukon,Dendroctone du pin ponderosa,0
2016,Yukon,Spongieuse,0
2016,Yukon,"Dendroctone de l'épinette",0
2016,Yukon,"Tordeuse des bourgeons de l'épinette",0
2016,Yukon,Diprion de Swaine,0
2016,Yukon,Tordeuse bisannuelle de l’épinette,0
2016,Yukon,"Tordeuse occidentale de l'épinette",0
2017,Yukon,Noctuelle décolorée,0
2017,Yukon,Diprion du sapin,0
2017,Yukon,"Tordeuse à tête noire de l'Ouest",0
2017,Yukon,Arpenteuse de Bruce,0
2017,Yukon,Livrée des forêts,0
2017,Yukon,Arpenteuse de la pruche,0
2017,Yukon,Tordeuse du pin gris,0
2017,Yukon,Tordeuse du tremble,7558
2017,Yukon,Dendroctone du pin ponderosa,0
2017,Yukon,Spongieuse,0
2017,Yukon,"Dendroctone de l'épinette",0
2017,Yukon,"Tordeuse des bourgeons de l'épinette",369
2017,Yukon,Diprion de Swaine,0
2017,Yukon,Tordeuse bisannuelle de l’épinette,0
2017,Yukon,"Tordeuse occidentale de l'épinette",0
2018,Yukon,Noctuelle décolorée,0
2018,Yukon,Diprion du sapin,0
2018,Yukon,"Tordeuse à tête noire de l'Ouest",0
2018,Yukon,Arpenteuse de Bruce,0
2018,Yukon,Livrée des forêts,0
2018,Yukon,Arpenteuse de la pruche,0
2018,Yukon,Tordeuse du pin gris,0
2018,Yukon,Tordeuse du tremble,2432
2018,Yukon,Dendroctone du pin ponderosa,0
2018,Yukon,Spongieuse,0
2018,Yukon,"Dendroctone de l'épinette",1196
2018,Yukon,"Tordeuse des bourgeons de l'épinette",0
2018,Yukon,Diprion de Swaine,0
2018,Yukon,Tordeuse bisannuelle de l’épinette,0
2018,Yukon,"Tordeuse occidentale de l'épinette",0
2019,Yukon,Noctuelle décolorée,0
2019,Yukon,Diprion du sapin,0
2019,Yukon,"Tordeuse à tête noire de l'Ouest",0
2019,Yukon,Arpenteuse de Bruce,0
2019,Yukon,Livrée des forêts,0
2019,Yukon,Arpenteuse de la pruche,0
2019,Yukon,Tordeuse du pin gris,0
2019,Yukon,Tordeuse du tremble,2432
2019,Yukon,Dendroctone du pin ponderosa,0
2019,Yukon,Spongieuse,0
2019,Yukon,"Dendroctone de l'épinette",1196
2019,Yukon,"Tordeuse des bourgeons de l'épinette",0
2019,Yukon,Diprion de Swaine,0
2019,Yukon,Tordeuse bisannuelle de l’épinette,0
2019,Yukon,"Tordeuse occidentale de l'épinette",0
2020,Yukon,Noctuelle décolorée,0
2020,Yukon,Diprion du sapin,0
2020,Yukon,"Tordeuse à tête noire de l'Ouest",0
2020,Yukon,Arpenteuse de Bruce,0
2020,Yukon,Livrée des forêts,0
2020,Yukon,Arpenteuse de la pruche,0
2020,Yukon,Tordeuse du pin gris,0
2020,Yukon,Tordeuse du tremble,0
2020,Yukon,Dendroctone du pin ponderosa,0
2020,Yukon,Spongieuse,0
2020,Yukon,"Dendroctone de l'épinette",0
2020,Yukon,"Tordeuse des bourgeons de l'épinette",788
2020,Yukon,Diprion de Swaine,0
2020,Yukon,Tordeuse bisannuelle de l’épinette,0
2020,Yukon,"Tordeuse occidentale de l'épinette",0
2021,Yukon,Noctuelle décolorée,0
2021,Yukon,Diprion du sapin,0
2021,Yukon,"Tordeuse à tête noire de l'Ouest",0
2021,Yukon,Arpenteuse de Bruce,0
2021,Yukon,Livrée des forêts,0
2021,Yukon,Arpenteuse de la pruche,0
2021,Yukon,Tordeuse du pin gris,0
2021,Yukon,Tordeuse du tremble,35538
2021,Yukon,Dendroctone du pin ponderosa,0
2021,Yukon,Spongieuse,0
2021,Yukon,"Dendroctone de l'épinette",2276
2021,Yukon,"Tordeuse des bourgeons de l'épinette",0
2021,Yukon,Diprion de Swaine,0
2021,Yukon,Tordeuse bisannuelle de l’épinette,0
2021,Yukon,"Tordeuse occidentale de l'épinette",0
2022,Yukon,Noctuelle décolorée,0
2022,Yukon,Diprion du sapin,0
2022,Yukon,"Tordeuse à tête noire de l'Ouest",0
2022,Yukon,Arpenteuse de Bruce,0
2022,Yukon,Livrée des forêts,0
2022,Yukon,Arpenteuse de la pruche,0
2022,Yukon,Tordeuse du pin gris,0
2022,Yukon,Tordeuse du tremble,1271
2022,Yukon,Dendroctone du pin ponderosa,0
2022,Yukon,Spongieuse,0
2022,Yukon,"Dendroctone de l'épinette",556
2022,Yukon,"Tordeuse des bourgeons de l'épinette",0
2022,Yukon,Diprion de Swaine,0
2022,Yukon,Tordeuse bisannuelle de l’épinette,0
2022,Yukon,"Tordeuse occidentale de l'épinette",0
2023,Yukon,Noctuelle décolorée,0
2023,Yukon,Diprion du sapin,0
2023,Yukon,"Tordeuse à tête noire de l'Ouest",0
2023,Yukon,Arpenteuse de Bruce,0
2023,Yukon,Livrée des forêts,0
2023,Yukon,Arpenteuse de la pruche,0
2023,Yukon,Tordeuse du pin gris,0
2023,Yukon,Tordeuse du tremble,4710
2023,Yukon,Dendroctone du pin ponderosa,0
2023,Yukon,Spongieuse,0
2023,Yukon,"Dendroctone de l'épinette",972
2023,Yukon,"Tordeuse des bourgeons de l'épinette",0
2023,Yukon,Diprion de Swaine,0
2023,Yukon,Tordeuse bisannuelle de l’épinette,0
2023,Yukon,"Tordeuse occidentale de l'épinette",0
